SCIENTIFIC_NAME,COMMON_NAME,TAXON_ID,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES
Mitu mitu,Alagoas Curassow,TC000422,alacur1,species,714.0,ALCU,MIMI,
Pauxi pauxi,Helmeted Curassow,TC000423,helcur1,species,715.0,HECU,PAPA,
Pauxi koepckeae,Sira Curassow,TC012560,horcur2,species,719.0,SICU,PAKO,
Pauxi unicornis,Horned Curassow,TC012561,horcur3,species,720.0,HOCU,PAUN,
Crax rubra,Great Curassow,TC000425,grecur1,species,721.0,,CRRU,GRCU
Crax alberti,Blue-billed Curassow,TC000426,bubcur1,species,724.0,BBCU,CRAL,
Crax daubentoni,Yellow-knobbed Curassow,TC000427,yekcur1,species,725.0,YKCU,CRDA,
Crax alector,Black Curassow,TC000428,blacur1,species,726.0,BLCU,CRAL,
Crax globulosa,Wattled Curassow,TC000429,watcur1,species,729.0,WACU,CRGL,
Crax fasciolata,Bare-faced Curassow,TC000430,bafcur1,species,730.0,BFCU,CRFA,
Crax blumenbachii,Red-billed Curassow,TC000431,rebcur1,species,734.0,RBCU,CRBL,
Numida meleagris,Helmeted Guineafowl,TC000434,helgui,species,737.0,HEGU,NUME,HELG
Agelastes meleagrides,White-breasted Guineafowl,TC000432,whbgui1,species,739.0,WBGU,AGME,
Agelastes niger,Black Guineafowl,TC000433,blagui1,species,740.0,BLGU,AGNI,
Acryllium vulturinum,Vulturine Guineafowl,TC000437,vulgui1,species,741.0,VUGU,ACVU,
Guttera plumifera,Plumed Guineafowl,TC000435,plugui1,species,742.0,PLGU,GUPL,
Guttera pucherani,Crested Guineafowl,TC000436,cregui1,species,743.0,CRGU,GUPU,
Ptilopachus petrosus,Stone Partridge,TC000585,stopar1,species,756.2,STPA,PTPE,
Ptilopachus nahani,Nahan's Francolin,TC000515,nahfra2,species,756.8,NAFR NAPA,PTNA,
Dendrortyx barbatus,Bearded Wood-Partridge,TC000438,bewpar1,species,757.0,BWPA,DEBA,BEWP
Dendrortyx macroura,Long-tailed Wood-Partridge,TC000439,ltwpar1,species,758.0,,DEMA,LTWP
Dendrortyx leucophrys,Buffy-crowned Wood-Partridge,TC000440,bcwpar1,species,765.0,,DELE,BCWP
Oreortyx pictus,Mountain Quail,TC000441,mouqua,species,768.0,MOQU,ORPI,MOUQ
Callipepla squamata,Scaled Quail,TC000442,scaqua,species,775.0,,CASQ,SCQU
Callipepla douglasii,Elegant Quail,TC000443,elequa,species,780.0,,CADO,ELQU
Callipepla californica,California Quail,TC000444,calqua,species,786.0,,CACA,CAQU
Callipepla gambelii,Gambel's Quail,TC000446,gamqua,species,796.0,,CAGA,GAQU
Philortyx fasciatus,Banded Quail,TC000447,banqua1,species,804.0,,PHFA,BAQU
Colinus virginianus,Northern Bobwhite,TC000448,norbob,species,805.0,,COVI,NOBO
Colinus nigrogularis,Black-throated Bobwhite,TC000453,bltbob1,species,831.0,YUBO,CONI,BTBO
Colinus cristatus,Crested Bobwhite,TC000454,crebob1,species,836.0,CBBO,COCR,CRBO
Odontophorus gujanensis,Marbled Wood-Quail,TC000457,mawqua1,species,859.0,MWQU,ODGU,MAWQ
Odontophorus capueira,Spot-winged Wood-Quail,TC000458,swwqua1,species,868.0,SWWQ,ODCA,
Odontophorus melanotis,Black-eared Wood-Quail,TC000459,bewqua1,species,871.0,,ODME,BEWQ
Odontophorus atrifrons,Black-fronted Wood-Quail,TC000460,bfwqua1,species,874.0,BFWQ,ODAT,
Odontophorus erythrops,Rufous-fronted Wood-Quail,TC000461,rfwqua1,species,878.0,RFWQ,ODER,
Odontophorus hyperythrus,Chestnut Wood-Quail,TC000462,chwqua1,species,881.0,CHWQ CWQU,ODHY,
Odontophorus melanonotus,Dark-backed Wood-Quail,TC000463,dbwqua1,species,882.0,DBWQ,ODME,
Odontophorus speciosus,Rufous-breasted Wood-Quail,TC000464,rbwqua1,species,883.0,RBWQ,ODSP,
Odontophorus dialeucos,Tacarcuna Wood-Quail,TC000465,tawqua1,species,887.0,TWQU,ODDI,TAWQ
Odontophorus strophium,Gorgeted Wood-Quail,TC000466,gowqua1,species,888.0,GWQU GOWQ,ODST,
Odontophorus columbianus,Venezuelan Wood-Quail,TC000467,venwoq1,species,889.0,VWQU VEWQ,ODCO,
Odontophorus leucolaemus,Black-breasted Wood-Quail,TC000468,bbwqua1,species,890.0,,ODLE,BBWQ
Odontophorus balliviani,Stripe-faced Wood-Quail,TC000469,sfwqua1,species,891.0,SFWQ,ODBA,
Odontophorus stellatus,Starred Wood-Quail,TC000470,stwqua1,species,892.0,SWQU STWQ,ODST,
Odontophorus guttatus,Spotted Wood-Quail,TC000471,spwqua1,species,893.0,SWQU,ODGU,SPWQ
Dactylortyx thoracicus,Singing Quail,TC000473,sinqua1,species,895.0,,DATH,SIQU
Cyrtonyx montezumae,Montezuma Quail,TC000474,monqua,species,913.0,MOQU,CYMO,MONQ
Cyrtonyx ocellatus,Ocellated Quail,TC000477,ocequa1,species,921.0,,CYOC,OCQU
Rhynchortyx cinctus,Tawny-faced Quail,TC000478,tafqua1,species,922.0,,RHCI,TFQU
Xenoperdix udzungwensis,Udzungwa Partridge,TC000563,udzpar1,species,927.0,UDPA UFPA,XEUD,
Caloperdix oculeus,Ferruginous Partridge,TC000582,ferpar2,species,932.0,FEPA,CAOC,
Rollulus rouloul,Crested Partridge,TC000584,crepar1,species,947.0,CRPA,RORO,
Arborophila torqueola,Hill Partridge,TC000564,hilpar1,species,948.0,HIPA,ARTO,
Arborophila rufipectus,Sichuan Partridge,TC000565,sicpar1,species,949.0,SIPA,ARRU,
Arborophila mandellii,Chestnut-breasted Partridge,TC000566,chbpar2,species,952.5,CBPA,ARMA,
Arborophila gingica,White-necklaced Partridge,TC000567,whnpar2,species,952.7,WNPA,ARGI,
Arborophila rufogularis,Rufous-throated Partridge,TC000568,rutpar1,species,953.0,RTPA,ARRU,
Arborophila atrogularis,White-cheeked Partridge,TC000569,whcpar1,species,954.0,WCPA,ARAT,
Arborophila crudigularis,Taiwan Partridge,TC000570,taipar1,species,959.0,TAPA,ARCR,
Arborophila ardens,Hainan Partridge,TC000571,haipar1,species,960.0,HAPA,ARAR,
Arborophila javanica,Chestnut-bellied Partridge,TC000572,chbpar1,species,961.0,CBPA,ARJA,
Arborophila orientalis,Gray-breasted Partridge,TC000573,gybpar2,species,962.0,MBPA GBPA,AROR,
Arborophila brunneopectus,Bar-backed Partridge,TC000574,babpar1,species,978.0,BBPA,ARBR,
Arborophila davidi,Orange-necked Partridge,TC000575,ornpar1,species,982.0,ONPA,ARDA,
Arborophila cambodiana,Chestnut-headed Partridge,TC000576,chhpar1,species,983.0,CHPA SHPA,ARCA,
Arborophila hyperythra,Red-breasted Partridge,TC000577,rebpar5,species,988.0,RBPA,ARHY,
Arborophila rubrirostris,Red-billed Partridge,TC000578,rebpar3,species,988.4,RBPA,ARRU,
Arborophila chloropus,Scaly-breasted Partridge,TC000579,scbpar1,species,991.0,SBPA GLPA,ARCH,
Arborophila merlini,Vietnam Partridge,TC000580,viepar1,species,992.0,VIPA GLPA,ARME,
Arborophila charltonii,Chestnut-necklaced Partridge,TC000581,chnpar1,species,993.0,CNPA,ARCH,
Rhizothera longirostris,Long-billed Partridge,TC000544,lobpar1,species,996.5,LBPA,RHLO,
Melanoperdix niger,Black Partridge,TC000546,blapar2,species,1003.0,BLPA,MENI,
Rheinardia ocellata,Crested Argus,TC000637,crearg1,species,1004.0,CRAR,RHOC,
Argusianus argus,Great Argus,TC000638,grearg1,species,1007.0,GRAR,ARAR,
Pavo cristatus,Indian Peafowl,TC000639,compea,species,1008.0,,PACR,INPE
Pavo muticus,Green Peafowl,TC000640,grepea1,species,1014.0,GRPE,PAMU,
Afropavo congensis,Congo Peacock,TC000641,conpea1,species,1014.1,COPE,AFCO,
Haematortyx sanguiniceps,Crimson-headed Partridge,TC000583,crhpar1,species,1017.0,CHPA,HASA,
Galloperdix spadicea,Red Spurfowl,TC000588,redspu1,species,1018.0,RESP,GASP,
Galloperdix lunulata,Painted Spurfowl,TC000589,paispu1,species,1019.0,PASP,GALU,
Galloperdix bicalcarata,Sri Lanka Spurfowl,TC000590,ceyspu1,species,1021.0,SLSP,GABI,
Polyplectron napoleonis,Palawan Peacock-Pheasant,TC000636,palpep1,species,1023.0,PAPP PPPH,PONA,
Polyplectron malacense,Malayan Peacock-Pheasant,TC000634,mapphe1,species,1024.0,MPPH MAPP,POMA,
Polyplectron schleiermacheri,Bornean Peacock-Pheasant,TC000635,bopphe1,species,1027.0,BOPP BPPH,POSC,
Polyplectron germaini,Germain's Peacock-Pheasant,TC000632,gepphe1,species,1034.0,GPPH GEPP,POGE,
Polyplectron katsumatae,Hainan Peacock-Pheasant,TC012535,grypep3,species,1038.0,HPPH HAPP,POKA,
Polyplectron inopinatum,Mountain Peacock-Pheasant,TC000631,mopphe1,species,1041.0,MPPH MOPP,POIN,
Polyplectron chalcurum,Bronze-tailed Peacock-Pheasant,TC000630,btpphe1,species,1042.0,BTPP,POCH,
Polyplectron bicalcaratum,Gray Peacock-Pheasant,TC012534,grypep2,species,1043.0,GPPH GRPP,POBI,
Ammoperdix griseogularis,See-see Partridge,TC000539,sespar1,species,1044.0,SSPA,AMGR,
Ammoperdix heyi,Sand Partridge,TC000540,sanpar1,species,1045.0,SAPA,AMHE,
Synoicus ypsilophorus,Brown Quail,TC000553,broqua1,species,1046.0,BRQU,SYYP,
Synoicus chinensis,Blue-breasted Quail,TC000554,blbqua1,species,1047.0,BBQU KIQU,SYCH,
Synoicus adansonii,Blue Quail,TC000555,bluqua1,species,1048.0,BLQU,SYAD,
Anurophasis monorthonyx,Snow Mountain Quail,TC000557,snmqua2,species,1049.0,SMQU,ANMO,
Margaroperdix madagarensis,Madagascar Partridge,TC000545,madpar2,species,1050.0,MAPA,MAMA,
Coturnix japonica,Japanese Quail,TC000547,japqua,species,1051.0,,COJA,JAQU
Coturnix coturnix,Common Quail,TC000548,comqua1,species,1052.0,COQU,COCO,
Coturnix delegorguei,Harlequin Quail,TC000549,harqua1,species,1052.2,HAQU,CODE,
Coturnix coromandelica,Rain Quail,TC000550,raiqua1,species,1054.4,RAQU,COCO,
Coturnix pectoralis,Stubble Quail,TC000551,stuqua1,species,1058.0,STQU,COPE,
Coturnix novaezelandiae,New Zealand Quail,TC000552,nezqua1,species,1059.0,NZQU,CONO,
Alectoris graeca,Rock Partridge,TC000480,rocpar2,species,1063.0,ROPA,ALGR,
Alectoris chukar,Chukar,TC000484,chukar,species,1066.0,CHPA,ALCH,CHUK
Alectoris philbyi,Philby's Partridge,TC000485,phipar1,species,1067.0,PHPA,ALPH,
Alectoris magna,Przevalski's Partridge,TC000486,przpar1,species,1068.0,PRPA,ALMA,
Alectoris rufa,Red-legged Partridge,TC000487,relpar1,species,1069.0,RLPA,ALRU,
Alectoris melanocephala,Arabian Partridge,TC000488,arapar1,species,1071.0,ARPA,ALME,
Alectoris barbara,Barbary Partridge,TC000489,barpar2,species,1076.0,BAPA,ALBA,
Tetraogallus caucasicus,Caucasian Snowcock,TC000493,causno1,species,1084.0,CASN,TECA,
Tetraogallus caspius,Caspian Snowcock,TC000494,cassno1,species,1087.0,CASN,TECA,
Tetraogallus altaicus,Altai Snowcock,TC000495,altsno1,species,1091.0,ALSN,TEAL,
Tetraogallus tibetanus,Tibetan Snowcock,TC000496,tibsno1,species,1092.0,TISN,TETI,
Tetraogallus himalayensis,Himalayan Snowcock,TC000497,himsno,species,1093.0,,TEHI,HISN
Perdicula asiatica,Jungle Bush-Quail,TC000558,jubqua1,species,1094.0,JUBQ JBQU,PEAS,
Perdicula argoondah,Rock Bush-Quail,TC000559,robqua1,species,1095.0,ROBQ RBQU,PEAR,
Perdicula erythrorhyncha,Painted Bush-Quail,TC000560,pabqua1,species,1099.0,PBQU PABQ,PEER,
Perdicula manipurensis,Manipur Bush-Quail,TC000561,mabqua1,species,1100.0,MBQU MABQ,PEMA,
Ophrysia superciliosa,Himalayan Quail,TC000562,himqua1,species,1105.0,HIQU,OPSU,
Pternistis hartlaubi,Hartlaub's Francolin,TC000516,harfra3,species,1106.0,HASP HAFR,PTHA,
Pternistis nobilis,Handsome Francolin,TC000535,hanfra2,species,1107.0,HAFR,PTNO,
Pternistis camerunensis,Cameroon Francolin,TC000536,camfra2,species,1118.0,MCFR CAFR,PTCA,
Pternistis castaneicollis,Chestnut-naped Francolin,TC000538,chnfra2,species,1129.0,CNFR,PTCA,
Pternistis erckelii,Erckel's Francolin,TC000521,ercfra,species,1132.0,,PTER,ERFR
Pternistis ochropectus,Djibouti Francolin,TC000522,djifra1,species,1137.0,DJFR,PTOC,
Pternistis bicalcaratus,Double-spurred Francolin,TC000517,dosfra2,species,1140.5,DSFR,PTBI,
Pternistis icterorhynchus,Heuglin's Francolin,TC000525,heufra1,species,1141.0,HEFR,PTIC,
Pternistis ahantensis,Ahanta Francolin,TC000513,ahafra2,species,1144.0,AHFR,PTAH,
Pternistis griseostriatus,Gray-striped Francolin,TC000514,gysfra1,species,1144.2,GSFR,PTGR,
Pternistis squamatus,Scaly Francolin,TC000512,scafra2,species,1147.0,SCFR,PTSQ,
Pternistis adspersus,Red-billed Francolin,TC000526,rebfra1,species,1148.0,RBFR RBSP,PTAD,
Pternistis capensis,Cape Francolin,TC000527,capfra2,species,1149.0,CAFR CASP,PTCA,
Pternistis natalensis,Natal Francolin,TC000528,natfra2,species,1150.0,NASP NAFR,PTNA,
Pternistis hildebrandti,Hildebrandt's Francolin,TC000529,hilfra2,species,1151.0,HIFR,PTHI,
Pternistis jacksoni,Jackson's Francolin,TC000534,jacfra2,species,1156.0,JAFR,PTJA,
Pternistis swierstrai,Swierstra's Francolin,TC000537,swifra2,species,1157.0,SWFR,PTSW,
Pternistis clappertoni,Clapperton's Francolin,TC000523,clafra1,species,1158.0,CLFR,PTCL,
Pternistis harwoodi,Harwood's Francolin,TC000524,harfra4,species,1159.0,HAFR,PTHA,
Pternistis swainsonii,Swainson's Francolin,TC000533,swafra2,species,1166.0,SWFR SWSP,PTSW,
Pternistis leucoscepus,Yellow-necked Francolin,TC000530,yenspu1,species,1167.0,YNSP YNFR,PTLE,
Pternistis rufopictus,Gray-breasted Francolin,TC000531,gybfra1,species,1168.0,GBSP GBFR,PTRU,
Pternistis afer,Red-necked Francolin,TC000532,renfra1,species,1169.0,RNSP RNFR,PTAF,
Francolinus francolinus,Black Francolin,TC000518,blkfra,species,1177.0,,FRFR,BLFR
Francolinus pictus,Painted Francolin,TC000519,paifra1,species,1178.0,PAFR,FRPI,
Francolinus pintadeanus,Chinese Francolin,TC000520,chifra1,species,1182.0,CHFR,FRPI,
Francolinus pondicerianus,Gray Francolin,TC000498,gryfra,species,1183.0,GRFR,FRPO,GRAF
Francolinus gularis,Swamp Francolin,TC000499,swafra1,species,1184.0,SWFR,FRGU,
Francolinus sephaena,Crested Francolin,TC000504,crefra2,species,1184.5,CRFR,FRSE,
Bambusicola fytchii,Mountain Bamboo-Partridge,TC000586,mobpar1,species,1191.0,MBPA MOBP,BAFY,
Bambusicola thoracicus,Chinese Bamboo-Partridge,TC000587,chbpar3,species,1198.0,CBPA CHBP,BATH,
Bambusicola sonorivox,Taiwan Bamboo-Partidge,TC014563,taibap1,species,1199.0,CBPA TBPA TABP,BASO,
Gallus gallus,Red Junglefowl,TC000601,redjun,species,1200.0,,GAGA,REJU
Gallus sonneratii,Gray Junglefowl,TC000602,grejun2,species,1204.0,GRJU,GASO,
Gallus lafayettii,Sri Lanka Junglefowl,TC000603,ceyjun1,species,1208.0,SLJU,GALA,
Gallus varius,Green Junglefowl,TC000604,grejun1,species,1209.0,GRJU,GAVA,
Peliperdix coqui,Coqui Francolin,TC000500,coqfra2,species,1213.0,COFR,PECO,
Peliperdix albogularis,White-throated Francolin,TC000501,whtfra2,species,1223.0,WTFR,PEAL,
Peliperdix schlegelii,Schlegel's Francolin,TC000502,schfra2,species,1225.0,SCFR,PESC,
Peliperdix lathami,Latham's Francolin,TC000503,forfra2,species,1240.0,LAFR,PELA,
Scleroptila levaillantii,Red-winged Francolin,TC000507,rewfra2,species,1241.0,RWFR,SCLE,
Scleroptila streptophora,Ring-necked Francolin,TC000505,rinfra2,species,1242.0,RNFR,SCST,
Scleroptila finschi,Finsch's Francolin,TC000506,finfra2,species,1245.0,FIFR,SCFI,
Scleroptila gutturalis,Orange River Francolin,TC000511,orrfra2,species,1246.0,ORFR,SCGU,
Scleroptila afra,Gray-winged Francolin,TC000508,gywfra1,species,1264.0,GWFR,SCAF,
Scleroptila psilolaema,Moorland Francolin,TC000509,moofra2,species,1265.0,MOFR,SCPS,
Scleroptila shelleyi,Shelley's Francolin,TC000510,shefra2,species,1270.5,SHFR,SCSH,
Ithaginis cruentus,Blood Pheasant,TC000591,blophe1,species,1272.0,BLPH,ITCR,
Lophophorus impejanus,Himalayan Monal,TC000598,himmon1,species,1273.0,HIMO,LOIM,
Lophophorus sclateri,Sclater's Monal,TC000599,sclmon1,species,1274.0,SCMO,LOSC,
Lophophorus lhuysii,Chinese Monal,TC000600,chimon1,species,1285.0,CHMO,LOLH,
Lerwa lerwa,Snow Partridge,TC000490,snopar1,species,1287.0,SNPA,LELE,
Tetraophasis obscurus,Verreaux's Partridge,TC000491,verpar1,species,1288.0,VEMP VMPA VEPA,TEOB,
Tetraophasis szechenyii,Szechenyi's Partridge,TC000492,szepar1,species,1289.0,SMPA SZPA SZMP,TESZ,
Tragopan melanocephalus,Western Tragopan,TC000592,westra1,species,1290.0,WETR,TRME,
Tragopan satyra,Satyr Tragopan,TC000593,sattra1,species,1291.0,SATR,TRSA,
Tragopan blythii,Blyth's Tragopan,TC000594,blytra1,species,1307.0,BLTR,TRBL,
Tragopan temminckii,Temminck's Tragopan,TC000595,temtra1,species,1310.0,TETR,TRTE,
Tragopan caboti,Cabot's Tragopan,TC000596,cabtra1,species,1310.2,CATR,TRCA,
Syrmaticus reevesii,Reeves's Pheasant,TC000624,reephe1,species,1310.4,REPH,SYRE,
Syrmaticus soemmerringii,Copper Pheasant,TC000623,copphe1,species,1310.6,COPH,SYSO,
Syrmaticus mikado,Mikado Pheasant,TC000622,mikphe1,species,1315.0,MIPH,SYMI,
Syrmaticus ellioti,Elliot's Pheasant,TC000620,ellphe1,species,1316.0,ELPH,SYEL,
Syrmaticus humiae,Hume's Pheasant,TC000621,humphe1,species,1317.0,HUPH MHPH,SYHU,
Chrysolophus pictus,Golden Pheasant,TC000628,golphe,species,1318.0,GOPH,CHPI,
Chrysolophus amherstiae,Lady Amherst's Pheasant,TC000629,laaphe1,species,1318.5,LAPH,CHAM,
Phasianus colchicus,Ring-necked Pheasant,TC000625,rinphe,species,1323.0,COPH RNPH,PHCO,RNEP
Crossoptilon crossoptilon,White Eared-Pheasant,TC000616,whephe1,species,1326.0,WEPH TEPH WHEP,CRCR,
Crossoptilon mantchuricum,Brown Eared-Pheasant,TC000617,brephe1,species,1331.0,BEPH BREP,CRMA,
Crossoptilon auritum,Blue Eared-Pheasant,TC000618,blephe1,species,1337.0,BEPH BLEP,CRAU,
Catreus wallichii,Cheer Pheasant,TC000619,chephe1,species,1338.0,CHPH,CAWA,
Lophura nycthemera,Silver Pheasant,TC000611,silphe,species,1339.0,SIPH,LONY,
Lophura leucomelanos,Kalij Pheasant,TC000605,kalphe,species,1371.0,,LOLE,KAPH
Lophura diardi,Siamese Fireback,TC000614,siafir1,species,1375.0,SIFI,LODI,
Lophura bulweri,Bulwer's Pheasant,TC000615,bulphe1,species,1376.0,BUPH,LOBU,
Lophura edwardsi,Edwards's Pheasant,TC000607,edwphe1,species,1377.0,EDPH,LOED,
Lophura swinhoii,Swinhoe's Pheasant,TC000609,swiphe1,species,1380.0,SWPH,LOSW,
Lophura inornata,Salvadori's Pheasant,TC000610,salphe1,species,1381.0,SAPH,LOIN,
Lophura erythrophthalma,Crestless Fireback,TC000612,crefir2,species,1388.0,CRFI,LOER,
Lophura ignita,Crested Fireback,TC000613,crefir1,species,1389.0,CRFI,LOIG,
Perdix perdix,Gray Partridge,TC000541,grypar,species,1397.0,GRPA,PEPE,GRAP
Perdix dauurica,Daurian Partridge,TC000542,daupar1,species,1397.5,DAPA,PEDA,
Perdix hodgsoniae,Tibetan Partridge,TC000543,tibpar1,species,1398.0,TIPA,PEHO,
Pucrasia macrolopha,Koklass Pheasant,TC000597,kokphe1,species,1402.0,KOPH,PUMA,
Tetrao urogalloides,Black-billed Capercaillie,TC000642,blbcap1,species,1403.0,BBCA,TEUR,
Tetrao urogallus,Eurasian Capercaillie,TC000643,wescap1,species,1407.0,EUCA WECA CAPE,TEUR,
Tetrao tetrix,Black Grouse,TC000644,blagro1,species,1420.0,BLGR,TETE,
Tetrao mlokosiewiczi,Caucasian Grouse,TC000645,caugro1,species,1428.0,CAGR,TEML,
Bonasa bonasia,Hazel Grouse,TC000646,hazgro1,species,1429.0,HAGR,BOBO,
Bonasa sewerzowi,Severtzov's Grouse,TC000647,sevgro1,species,1442.0,CHGR SEGR,BOSE,
Bonasa umbellus,Ruffed Grouse,TC000648,rufgro,species,1443.0,,BOUM,RUGR
Centrocercus urophasianus,Greater Sage-Grouse,TC000649,saggro,species,1458.0,SAGR GSGR,CEUR,GRSG
Centrocercus minimus,Gunnison Sage-Grouse,TC000650,gusgro,species,1459.0,GSGR GUGR,CEMI,GUSG
Falcipennis falcipennis,Siberian Grouse,TC000664,sibgro2,species,1460.5,SIGR,FAFA,
Falcipennis canadensis,Spruce Grouse,TC000652,sprgro,species,1461.0,,FACA,SPGR
Lagopus lagopus,Willow Ptarmigan,TC000655,wilpta,species,1469.0,,LALA,WIPT
Lagopus muta,Rock Ptarmigan,TC000658,rocpta1,species,1490.0,PTAR,LAMU,ROPT
Lagopus leucura,White-tailed Ptarmigan,TC000659,whtpta1,species,1522.0,,LALE,WTPT
Dendragapus obscurus,Dusky Grouse,TC000661,dusgro,species,1529.0,,DEOB,DUGR
Dendragapus fuliginosus,Sooty Grouse,TC000662,soogro1,species,1534.0,,DEFU,SOGR
Tympanuchus phasianellus,Sharp-tailed Grouse,TC000665,shtgro,species,1541.0,,TYPH,STGR
Tympanuchus cupido,Greater Prairie-Chicken,TC000666,grpchi,species,1548.0,GPCH,TYCU,GRPC
Tympanuchus pallidicinctus,Lesser Prairie-Chicken,TC000670,lepchi,species,1552.0,LPCH,TYPA,LEPC
Meleagris gallopavo,Wild Turkey,TC000671,wiltur,species,1553.0,,MEGA,WITU
Meleagris ocellata,Ocellated Turkey,TC000672,ocetur1,species,1560.0,,MEOC,OCTU
Gavia stellata,Red-throated Loon,TC000673,retloo,species,1561.0,RTDI,GAST,RTLO
Gavia arctica,Arctic Loon,TC000674,arcloo,species,1562.0,BTLO BTDI,GAAR,ARLO
Gavia pacifica,Pacific Loon,TC000675,pacloo,species,1565.0,PADI,GAPA,PALO
Gavia immer,Common Loon,TC000677,comloo,species,1567.0,GNDI GNLO,GAIM,COLO
Gavia adamsii,Yellow-billed Loon,TC000678,yebloo,species,1568.0,WBDI,GAAD,YBLO
Rollandia rolland,White-tufted Grebe,TC000681,whtgre3,species,1571.0,WTGR,RORO,
Rollandia microptera,Titicaca Grebe,TC000682,titgre1,species,1575.0,TIGR,ROMI,
Tachybaptus rufolavatus,Alaotra Grebe,TC000683,alagre1,species,1576.0,ALGR,TARU,
Tachybaptus ruficollis,Little Grebe,TC000684,litgre1,species,1577.0,LIGR,TARU,
Tachybaptus novaehollandiae,Australasian Grebe,TC000685,ausgre1,species,1587.0,AUGR,TANO,
Tachybaptus pelzelnii,Madagascar Grebe,TC000686,madgre1,species,1595.0,MAGR,TAPE,
Tachybaptus dominicus,Least Grebe,TC000687,leagre,species,1596.0,,TADO,LEGR
Podilymbus podiceps,Pied-billed Grebe,TC000688,pibgre,species,1601.0,,POPO,PBGR
Podilymbus gigas,Atitlan Grebe,TC000689,atigre1,species,1605.0,,POGI,ATGR
Poliocephalus poliocephalus,Hoary-headed Grebe,TC000690,hohgre1,species,1606.0,HHGR,POPO,
Poliocephalus rufopectus,New Zealand Grebe,TC000691,nezgre1,species,1607.0,NZGR NZDA,PORU,
Podiceps major,Great Grebe,TC000692,gregre1,species,1608.0,GRGR,POMA,
Podiceps auritus,Horned Grebe,TC000693,horgre,species,1611.0,SLGR,POAU,HOGR
Podiceps grisegena,Red-necked Grebe,TC000694,rengre,species,1614.0,,POGR,RNGR
Podiceps cristatus,Great Crested Grebe,TC000695,grcgre1,species,1617.0,GCGR,POCR,
Podiceps nigricollis,Eared Grebe,TC000696,eargre,species,1621.0,BNGR,PONI,EAGR
Podiceps andinus,Colombian Grebe,TC000698,colgre1,species,1626.0,COGR,POAN,
Podiceps occipitalis,Silvery Grebe,TC000699,silgre1,species,1627.0,SIGR,POOC,
Podiceps taczanowskii,Junin Grebe,TC000702,jungre1,species,1630.0,JUGR,POTA,
Podiceps gallardoi,Hooded Grebe,TC000703,hoogre1,species,1631.0,HOGR,POGA,
Aechmophorus occidentalis,Western Grebe,TC000705,wesgre,species,1633.0,,AEOC,WEGR
Aechmophorus clarkii,Clark's Grebe,TC000707,clagre,species,1637.0,,AECL,CLGR
Phoenicopterus chilensis,Chilean Flamingo,TC000713,chifla1,species,1641.5,CHFL,PHCH,
Phoenicopterus ruber,American Flamingo,TC000710,grefla2,species,1642.0,,PHRU,AMFL
Phoenicopterus roseus,Greater Flamingo,TC000711,grefla3,species,1643.0,GRFL,PHRO,
Phoeniconaias minor,Lesser Flamingo,TC000714,lesfla1,species,1646.0,LEFL,PHMI,
Phoenicoparrus andinus,Andean Flamingo,TC000715,andfla2,species,1647.0,ANFL,PHAN,
Phoenicoparrus jamesi,James's Flamingo,TC000716,jamfla1,species,1648.0,JAFL,PHJA,
Aptenodytes patagonicus,King Penguin,TC000718,kinpen1,species,1650.0,KIPE,APPA,
Aptenodytes forsteri,Emperor Penguin,TC000719,emppen1,species,1653.0,EMPE,APFO,
Pygoscelis adeliae,Adelie Penguin,TC000720,adepen1,species,1654.0,ADPE,PYAD,
Pygoscelis papua,Gentoo Penguin,TC000721,genpen1,species,1655.0,GEPE,PYPA,
Pygoscelis antarcticus,Chinstrap Penguin,TC000722,chipen2,species,1658.0,CHPE,PYAN,
Megadyptes antipodes,Yellow-eyed Penguin,TC000723,yeepen1,species,1659.0,YEPE,MEAN,
